team,home_status,goals,shots,blocked_shots,penalty_minutes,power_play_percentage,power_play_goals,power_play_chances,faceoff_percent,takeaways,giveaways,hits,goal_diff,won
St. Louis Blues,away,5,20,16,6,50.0,2.0,4.0,57.8,3,10,20,1,yes
Detroit Red Wings,home,4,33,7,8,33.3,1.0,3.0,42.2,4,15,13,-1,no
San Jose Sharks,away,2,36,14,8,16.7,1.0,6.0,42.9,5,12,23,-3,no
Ottawa Senators,home,5,30,28,12,0.0,0.0,4.0,57.1,6,11,36,3,yes
Philadelphia Flyers,away,3,31,8,11,0.0,0.0,3.0,54.5,6,21,14,-2,no
New York Islanders,home,5,33,23,13,0.0,0.0,2.0,45.5,8,27,34,2,yes
Boston Bruins,away,7,43,12,12,0.0,0.0,2.0,51.5,5,13,15,3,yes
New York Rangers,home,4,29,16,6,20.0,1.0,5.0,48.5,4,25,21,-3,no
Los Angeles Kings,away,1,39,9,6,0.0,0.0,3.0,50.9,12,13,35,-4,no
Chicago Blackhawks,home,5,26,20,8,0.0,0.0,2.0,49.1,15,14,45,4,yes
Anaheim Ducks,away,2,15,18,8,0.0,0.0,1.0,51.7,6,8,29,-3,no
Vegas Golden Knights,home,5,49,10,2,50.0,2.0,4.0,48.3,12,10,22,3,yes
Arizona Coyotes,away,2,44,7,4,50.0,1.0,2.0,45.1,1,4,21,0,no
Buffalo Sabres,home,2,26,8,4,50.0,1.0,2.0,54.9,6,10,10,0,no
Florida Panthers,away,2,31,15,4,50.0,1.0,2.0,46.3,4,5,16,-5,no
Vancouver Canucks,home,7,36,16,4,0.0,0.0,2.0,53.7,13,5,17,5,yes
San Jose Sharks,away,1,17,12,57,33.3,1.0,3.0,50.0,7,10,28,-4,no
Boston Bruins,home,5,41,8,47,25.0,2.0,8.0,50.0,10,7,16,4,yes
Washington Capitals,away,4,33,12,18,28.6,2.0,7.0,40.0,6,6,18,1,yes
Toronto Maple Leafs,home,3,31,11,16,12.5,1.0,8.0,60.0,8,8,12,-1,no
Tampa Bay Lightning,away,1,30,10,13,0.0,0.0,2.0,53.7,11,11,21,-3,no
New York Rangers,home,4,42,15,9,25.0,1.0,4.0,46.3,12,14,20,3,yes
Philadelphia Flyers,away,1,30,7,8,0.0,0.0,4.0,54.1,7,9,38,-6,no
Pittsburgh Penguins,home,7,37,13,10,0.0,0.0,3.0,45.9,6,9,26,6,yes
Calgary Flames,away,1,29,19,6,0.0,0.0,3.0,46.7,7,8,12,-1,no
Carolina Hurricanes,home,2,28,9,6,33.3,1.0,3.0,53.3,12,10,17,1,yes
Edmonton Oilers,away,1,32,8,8,0.0,0.0,3.0,41.1,3,1,23,-2,no
Detroit Red Wings,home,3,28,11,8,33.3,1.0,3.0,58.9,3,12,22,2,yes
Chicago Blackhawks,away,0,20,24,10,0.0,0.0,2.0,47.5,3,6,19,-3,no
Nashville Predators,home,3,51,9,6,0.0,0.0,5.0,52.5,8,16,11,3,yes
Minnesota Wild,away,3,22,9,10,50.0,2.0,4.0,38.3,3,20,10,-3,no
Dallas Stars,home,6,37,13,10,25.0,1.0,4.0,61.7,5,14,21,3,yes
Winnipeg Jets,away,4,40,6,2,0.0,0.0,2.0,51.7,4,15,29,-3,no
Anaheim Ducks,home,7,28,19,4,0.0,0.0,1.0,48.3,6,21,22,3,yes
Tampa Bay Lightning,away,7,23,10,10,100.0,1.0,1.0,40.7,7,2,16,1,yes
New Jersey Devils,home,6,42,12,2,20.0,1.0,5.0,59.3,7,7,19,-1,no
Edmonton Oilers,away,4,31,13,6,20.0,1.0,5.0,39.2,4,3,14,3,yes
Columbus Blue Jackets,home,1,24,20,10,33.3,1.0,3.0,60.8,5,8,18,-3,no
Minnesota Wild,away,1,36,14,6,0.0,0.0,3.0,41.8,8,3,18,-1,no
St. Louis Blues,home,2,26,11,6,0.0,0.0,3.0,58.2,4,10,13,1,yes
Florida Panthers,away,4,38,7,21,25.0,1.0,4.0,50.0,8,4,15,1,yes
Colorado Avalanche,home,3,30,12,25,0.0,0.0,2.0,50.0,13,10,15,-1,no
Montréal Canadiens,away,4,36,18,6,0.0,0.0,2.0,52.2,5,10,38,3,yes
Arizona Coyotes,home,1,33,10,4,0.0,0.0,3.0,47.8,7,13,20,-3,no
Vancouver Canucks,away,5,49,17,17,66.7,4.0,6.0,65.2,3,8,15,2,yes
Los Angeles Kings,home,3,24,14,17,16.7,1.0,6.0,34.8,2,9,24,-2,no
Calgary Flames,away,6,27,7,6,0.0,0.0,3.0,48.4,8,8,13,1,yes
Nashville Predators,home,5,36,20,6,0.0,0.0,3.0,51.6,21,14,6,-1,no
Montréal Canadiens,away,5,29,12,2,0.0,0.0,3.0,50.0,13,4,39,1,yes
Vegas Golden Knights,home,4,35,14,6,0.0,0.0,1.0,50.0,15,10,38,-1,no
Philadelphia Flyers,away,3,31,13,13,0.0,0.0,3.0,42.5,5,5,27,0,no
New Jersey Devils,home,3,26,9,21,50.0,2.0,4.0,57.5,4,9,29,0,no
Tampa Bay Lightning,away,2,35,12,11,0.0,0.0,3.0,58.7,5,16,23,-3,no
New York Islanders,home,5,26,21,11,0.0,0.0,3.0,41.3,7,18,36,3,yes
Buffalo Sabres,away,1,30,11,2,0.0,0.0,2.0,43.7,7,6,20,-5,no
Washington Capitals,home,6,34,16,4,0.0,0.0,1.0,56.3,10,8,23,5,yes
Detroit Red Wings,away,3,32,9,8,20.0,1.0,5.0,49.0,6,8,17,-4,no
Carolina Hurricanes,home,7,34,11,12,33.3,1.0,3.0,51.0,17,8,14,4,yes
Columbus Blue Jackets,away,3,30,15,8,33.3,1.0,3.0,54.4,4,6,14,-1,no
St. Louis Blues,home,4,27,7,6,50.0,2.0,4.0,45.6,7,9,21,1,yes
Dallas Stars,away,2,29,22,12,0.0,0.0,2.0,48.5,3,10,12,1,yes
Colorado Avalanche,home,1,39,20,6,20.0,1.0,5.0,51.5,6,8,18,-1,no
Vancouver Canucks,away,1,40,17,10,0.0,0.0,5.0,48.1,1,10,12,-1,no
Anaheim Ducks,home,2,29,8,12,0.0,0.0,4.0,51.9,2,21,18,1,yes
Winnipeg Jets,away,3,19,15,4,0.0,0.0,2.0,44.1,11,7,16,1,yes
San Jose Sharks,home,2,53,11,4,0.0,0.0,2.0,55.9,16,12,23,-1,no
Edmonton Oilers,away,2,28,17,10,0.0,0.0,2.0,51.6,10,3,33,1,yes
Pittsburgh Penguins,home,1,52,7,4,0.0,0.0,5.0,48.4,8,9,26,-1,no
New York Rangers,away,2,30,16,15,0.0,0.0,4.0,57.1,8,8,14,1,yes
Nashville Predators,home,1,33,10,13,20.0,1.0,5.0,42.9,9,14,22,-1,no
Ottawa Senators,away,2,32,10,8,0.0,0.0,5.0,51.6,9,11,26,-3,no
Boston Bruins,home,5,32,16,10,50.0,2.0,4.0,48.4,6,9,17,3,yes
New York Islanders,away,1,21,14,6,0.0,0.0,1.0,50.0,7,6,19,1,yes
Buffalo Sabres,home,0,27,9,2,0.0,0.0,3.0,50.0,2,5,12,-1,no
Detroit Red Wings,away,0,22,9,4,0.0,0.0,3.0,44.4,8,10,14,-4,no
Florida Panthers,home,4,41,13,6,50.0,1.0,2.0,55.6,5,20,16,4,yes
Toronto Maple Leafs,away,3,26,11,14,0.0,0.0,2.0,39.2,4,16,28,0,no
Philadelphia Flyers,home,3,40,15,6,33.3,2.0,6.0,60.8,4,6,23,0,no
New Jersey Devils,away,5,26,13,12,25.0,1.0,4.0,55.6,9,8,20,2,yes
Carolina Hurricanes,home,3,27,10,12,25.0,1.0,4.0,44.4,12,13,9,-2,no
Calgary Flames,away,3,29,9,8,0.0,0.0,2.0,53.6,4,3,5,3,yes
Columbus Blue Jackets,home,0,43,17,6,0.0,0.0,3.0,46.4,10,11,21,-3,no
Montréal Canadiens,away,1,36,17,8,0.0,0.0,5.0,53.1,2,14,20,-3,no
Dallas Stars,home,4,40,21,10,50.0,2.0,4.0,46.9,10,18,14,3,yes
St. Louis Blues,away,4,29,12,4,0.0,0.0,3.0,39.0,5,6,13,1,yes
Minnesota Wild,home,3,23,17,6,50.0,1.0,2.0,61.0,3,5,21,-1,no
Colorado Avalanche,away,0,33,9,11,0.0,0.0,4.0,50.0,3,7,17,-3,no
Arizona Coyotes,home,3,28,16,15,50.0,1.0,2.0,50.0,10,5,28,3,yes
Winnipeg Jets,away,4,39,11,11,25.0,1.0,4.0,34.7,10,3,34,1,yes
Vegas Golden Knights,home,3,26,17,13,33.3,1.0,3.0,65.3,10,11,27,-1,no
Vancouver Canucks,away,5,28,22,6,25.0,1.0,4.0,44.6,5,6,7,3,yes
San Jose Sharks,home,2,26,12,8,0.0,0.0,3.0,55.4,10,7,22,-3,no
Chicago Blackhawks,away,3,27,16,8,100.0,1.0,1.0,43.1,5,16,17,-1,no
Los Angeles Kings,home,4,49,9,2,0.0,0.0,4.0,56.9,8,9,16,1,yes
Calgary Flames,away,2,27,10,6,0.0,0.0,2.0,46.4,12,9,18,-2,no
Washington Capitals,home,4,32,18,6,50.0,1.0,2.0,53.6,9,18,29,2,yes
Chicago Blackhawks,away,3,37,8,8,20.0,1.0,5.0,45.9,2,9,16,1,yes
Anaheim Ducks,home,2,38,18,10,25.0,1.0,4.0,54.1,2,14,22,-1,no
Pittsburgh Penguins,away,4,44,9,8,0.0,0.0,1.0,53.6,7,11,26,-2,no
Boston Bruins,home,6,26,12,4,0.0,0.0,3.0,46.4,3,13,29,2,yes
Ottawa Senators,away,6,30,18,22,33.3,2.0,6.0,44.9,4,10,24,4,yes
New York Rangers,home,2,34,7,36,25.0,1.0,4.0,55.1,7,16,18,-4,no
Nashville Predators,away,6,26,10,11,50.0,2.0,4.0,45.0,4,6,17,5,yes
Detroit Red Wings,home,1,24,13,13,0.0,0.0,3.0,55.0,3,10,17,-5,no
Arizona Coyotes,away,3,24,13,4,0.0,0.0,3.0,44.4,9,16,21,1,yes
Edmonton Oilers,home,2,28,11,6,0.0,0.0,2.0,55.6,12,17,29,-1,no
Boston Bruins,away,4,25,11,4,50.0,1.0,2.0,60.0,9,19,36,-1,no
Montréal Canadiens,home,5,31,27,4,0.0,0.0,2.0,40.0,9,24,31,1,yes
Ottawa Senators,away,1,28,16,4,0.0,0.0,4.0,41.3,6,14,27,-3,no
New York Islanders,home,4,32,10,18,0.0,0.0,2.0,58.7,6,16,27,3,yes
Carolina Hurricanes,away,1,34,11,6,0.0,0.0,3.0,50.9,5,5,16,-3,no
Philadelphia Flyers,home,4,28,13,6,33.3,1.0,3.0,49.1,6,17,18,3,yes
Vegas Golden Knights,away,2,25,9,8,0.0,0.0,3.0,42.6,4,2,10,1,yes
Columbus Blue Jackets,home,1,30,13,6,0.0,0.0,4.0,57.4,0,7,19,-1,no
Los Angeles Kings,away,1,25,16,8,33.3,1.0,3.0,42.6,7,10,24,-2,no
Toronto Maple Leafs,home,3,23,12,6,0.0,0.0,4.0,57.4,13,14,25,2,yes
New Jersey Devils,away,1,32,13,2,0.0,0.0,3.0,33.9,2,9,9,0,no
Winnipeg Jets,home,1,33,17,6,0.0,0.0,1.0,66.1,7,10,29,0,no
Colorado Avalanche,away,1,37,17,14,0.0,0.0,8.0,40.4,2,14,8,-3,no
Dallas Stars,home,4,38,16,16,14.3,1.0,7.0,59.6,14,11,16,3,yes
Arizona Coyotes,away,3,37,14,12,0.0,0.0,5.0,44.4,7,13,9,-1,no
Calgary Flames,home,4,43,11,10,33.3,2.0,6.0,55.6,15,17,11,1,yes
St. Louis Blues,away,2,27,13,10,0.0,0.0,2.0,46.2,6,5,16,1,yes
Vancouver Canucks,home,1,34,12,6,0.0,0.0,4.0,53.8,12,5,29,-1,no
Minnesota Wild,away,4,26,16,4,0.0,0.0,2.0,51.0,3,15,23,2,yes
Anaheim Ducks,home,2,31,12,4,0.0,0.0,2.0,49.0,3,13,23,-2,no
Chicago Blackhawks,away,2,21,16,6,0.0,0.0,3.0,55.8,13,11,13,-2,no
San Jose Sharks,home,4,32,10,6,0.0,0.0,3.0,44.2,10,10,30,2,yes
Detroit Red Wings,away,1,36,12,6,0.0,0.0,2.0,58.3,6,9,23,-4,no
New York Rangers,home,5,31,17,4,66.7,2.0,3.0,41.7,10,18,14,4,yes
St. Louis Blues,away,5,25,15,6,66.7,2.0,3.0,59.0,11,7,20,3,yes
Edmonton Oilers,home,2,34,21,6,33.3,1.0,3.0,41.0,16,18,15,-3,no
Vegas Golden Knights,away,1,38,20,12,0.0,0.0,5.0,46.3,7,12,29,-1,no
Toronto Maple Leafs,home,2,37,19,10,16.7,1.0,6.0,53.7,7,18,23,1,yes
Washington Capitals,away,5,31,15,10,25.0,1.0,4.0,50.0,13,10,16,1,yes
Florida Panthers,home,4,36,10,8,20.0,1.0,5.0,50.0,15,15,7,-1,no
Pittsburgh Penguins,away,4,39,12,2,0.0,0.0,2.0,48.9,10,14,19,1,yes
New York Islanders,home,3,23,16,4,0.0,0.0,1.0,51.1,9,12,26,-1,no
Montréal Canadiens,away,2,24,13,12,0.0,0.0,0.0,50.0,4,6,34,-1,no
Philadelphia Flyers,home,3,43,12,0,0.0,0.0,6.0,50.0,9,8,27,1,yes
New York Rangers,away,4,19,17,4,50.0,1.0,2.0,39.2,11,7,18,2,yes
Carolina Hurricanes,home,2,47,4,4,0.0,0.0,2.0,60.8,11,18,22,-2,no
Los Angeles Kings,away,2,28,18,4,0.0,0.0,2.0,47.6,3,7,33,-1,no
Ottawa Senators,home,3,33,10,4,0.0,0.0,2.0,52.4,4,8,30,1,yes
Vancouver Canucks,away,2,38,13,12,25.0,1.0,4.0,65.6,7,12,29,-3,no
Chicago Blackhawks,home,5,37,11,8,33.3,2.0,6.0,34.4,8,12,23,3,yes
Nashville Predators,away,4,24,22,12,25.0,1.0,4.0,52.9,9,2,22,-5,no
Colorado Avalanche,home,9,45,17,8,33.3,2.0,6.0,47.1,10,14,16,5,yes
New Jersey Devils,away,2,23,14,12,0.0,0.0,3.0,54.2,4,9,18,-3,no
Calgary Flames,home,5,38,9,6,33.3,2.0,6.0,45.8,9,9,16,3,yes
Columbus Blue Jackets,away,3,33,15,8,25.0,1.0,4.0,50.0,5,6,24,1,yes
Arizona Coyotes,home,2,32,11,10,0.0,0.0,3.0,50.0,3,4,20,-1,no
Minnesota Wild,away,5,26,8,30,0.0,0.0,3.0,56.4,9,5,23,-1,no
San Jose Sharks,home,6,31,21,17,50.0,2.0,4.0,43.6,10,15,28,1,yes
Boston Bruins,away,2,28,11,15,25.0,1.0,4.0,51.2,5,7,21,-2,no
Detroit Red Wings,home,4,32,15,13,40.0,2.0,5.0,48.8,3,17,27,2,yes
Tampa Bay Lightning,away,3,34,10,6,25.0,1.0,4.0,69.0,3,8,18,1,yes
Buffalo Sabres,home,2,22,9,10,0.0,0.0,2.0,31.0,3,4,29,-1,no
Vancouver Canucks,away,1,33,16,6,0.0,0.0,2.0,53.1,5,13,13,-3,no
Winnipeg Jets,home,4,35,12,4,33.3,1.0,3.0,46.9,9,11,16,3,yes
New Jersey Devils,away,0,29,20,6,0.0,0.0,4.0,41.1,9,8,18,-4,no
Edmonton Oilers,home,4,32,10,8,33.3,1.0,3.0,58.9,10,9,16,4,yes
Florida Panthers,away,1,38,15,6,25.0,1.0,4.0,42.9,7,14,6,-1,no
New York Islanders,home,2,36,20,8,0.0,0.0,3.0,57.1,12,21,20,1,yes
Philadelphia Flyers,away,2,32,13,6,33.3,1.0,3.0,45.3,2,6,17,0,no
Toronto Maple Leafs,home,2,40,17,6,0.0,0.0,3.0,54.7,3,11,19,0,no
Los Angeles Kings,away,2,33,15,12,33.3,1.0,3.0,51.6,9,14,16,-1,no
Montréal Canadiens,home,3,37,12,6,33.3,2.0,6.0,48.4,11,13,22,1,yes
Carolina Hurricanes,away,1,39,11,13,25.0,1.0,4.0,55.9,6,8,31,-3,no
Ottawa Senators,home,4,30,18,13,0.0,0.0,4.0,44.1,7,31,35,3,yes
Buffalo Sabres,away,3,43,5,8,0.0,0.0,2.0,49.3,7,5,19,-2,no
Tampa Bay Lightning,home,5,40,18,16,66.7,2.0,3.0,50.7,4,5,12,2,yes
Chicago Blackhawks,away,2,31,12,6,0.0,0.0,2.0,51.8,9,7,35,0,no
Pittsburgh Penguins,home,2,31,14,4,0.0,0.0,3.0,48.2,10,11,26,0,no
Vegas Golden Knights,away,2,32,7,14,25.0,1.0,4.0,46.8,7,7,19,-3,no
Washington Capitals,home,5,34,14,10,16.7,1.0,6.0,53.2,5,9,27,3,yes
Minnesota Wild,away,4,24,13,6,100.0,1.0,1.0,34.0,2,7,20,1,yes
Arizona Coyotes,home,3,35,7,2,0.0,0.0,3.0,66.0,4,8,26,-1,no
Columbus Blue Jackets,away,2,41,16,17,25.0,1.0,4.0,45.1,7,2,20,-2,no
Colorado Avalanche,home,4,36,14,8,50.0,1.0,2.0,54.9,12,9,15,2,yes
St. Louis Blues,away,3,28,12,6,50.0,2.0,4.0,46.9,9,7,19,1,yes
Calgary Flames,home,2,29,8,10,0.0,0.0,2.0,53.1,8,24,19,-1,no
Nashville Predators,away,1,25,17,8,0.0,0.0,4.0,54.5,11,9,23,0,no
San Jose Sharks,home,1,32,16,8,0.0,0.0,4.0,45.5,15,12,24,0,no
Florida Panthers,away,5,35,9,13,33.3,1.0,3.0,75.9,13,22,28,0,no
New York Rangers,home,5,34,15,11,50.0,2.0,4.0,24.1,11,15,25,0,no
Dallas Stars,away,2,28,9,6,0.0,0.0,1.0,36.5,9,9,13,-1,no
Winnipeg Jets,home,3,29,8,2,33.3,1.0,3.0,63.5,7,15,25,1,yes
New Jersey Devils,away,2,27,23,6,50.0,1.0,2.0,47.1,1,4,13,1,yes
Vancouver Canucks,home,1,31,15,4,33.3,1.0,3.0,52.9,7,8,24,-1,no
Vegas Golden Knights,away,2,19,5,4,0.0,0.0,2.0,50.9,8,4,22,-1,no
Detroit Red Wings,home,3,19,13,4,50.0,1.0,2.0,49.1,2,18,25,1,yes
Philadelphia Flyers,away,2,29,13,4,0.0,0.0,2.0,38.9,16,9,29,0,no
Boston Bruins,home,2,28,14,4,0.0,0.0,2.0,61.1,8,13,29,0,no
Toronto Maple Leafs,away,4,57,15,12,40.0,2.0,5.0,47.8,8,5,18,-1,no
Chicago Blackhawks,home,5,34,13,14,20.0,1.0,5.0,52.2,11,8,25,1,yes
Edmonton Oilers,away,6,31,15,10,50.0,2.0,4.0,43.1,8,16,15,4,yes
Anaheim Ducks,home,2,33,8,8,0.0,0.0,5.0,56.9,5,12,21,-4,no
Arizona Coyotes,away,3,35,16,6,0.0,0.0,2.0,54.4,13,8,18,0,no
Washington Capitals,home,3,34,10,4,0.0,0.0,3.0,45.6,7,8,25,0,no
Ottawa Senators,away,2,29,19,13,0.0,0.0,3.0,54.3,9,10,30,-6,no
Carolina Hurricanes,home,8,43,13,13,33.3,1.0,3.0,45.7,10,16,17,6,yes
Florida Panthers,away,4,29,14,8,50.0,2.0,4.0,52.9,9,10,27,0,no
Boston Bruins,home,4,38,6,12,50.0,1.0,2.0,47.1,12,11,20,0,no
Columbus Blue Jackets,away,2,35,23,4,0.0,0.0,3.0,45.5,2,10,28,0,no
Montréal Canadiens,home,2,32,10,6,0.0,0.0,2.0,54.5,7,19,21,0,no
Pittsburgh Penguins,away,2,32,15,4,33.3,1.0,3.0,51.1,8,18,37,-1,no
New York Rangers,home,3,27,18,6,0.0,0.0,2.0,48.9,10,22,29,1,yes
Arizona Coyotes,away,2,22,17,6,33.3,1.0,3.0,39.0,12,8,10,0,no
St. Louis Blues,home,2,35,5,6,0.0,0.0,3.0,61.0,8,13,22,0,no
Colorado Avalanche,away,4,25,17,4,33.3,1.0,3.0,42.6,3,13,18,4,yes
Winnipeg Jets,home,0,40,11,6,0.0,0.0,2.0,57.4,10,12,21,-4,no
Nashville Predators,away,3,37,13,6,50.0,1.0,2.0,49.2,4,1,18,-2,no
Vancouver Canucks,home,5,26,17,4,100.0,3.0,3.0,50.8,4,6,27,2,yes
Detroit Red Wings,away,4,36,15,13,25.0,1.0,4.0,57.8,5,16,25,1,yes
Anaheim Ducks,home,3,27,15,17,0.0,0.0,2.0,42.2,6,10,17,-1,no
Minnesota Wild,away,1,28,12,14,0.0,0.0,3.0,62.7,5,4,23,-2,no
Los Angeles Kings,home,3,35,16,6,0.0,0.0,2.0,37.3,3,16,20,2,yes
Edmonton Oilers,away,3,24,18,23,0.0,0.0,2.0,49.1,10,12,32,-3,no
San Jose Sharks,home,6,25,15,11,0.0,0.0,3.0,50.9,8,10,21,3,yes
Ottawa Senators,away,4,25,9,6,0.0,0.0,1.0,60.0,8,1,19,2,yes
New Jersey Devils,home,2,23,7,2,0.0,0.0,3.0,40.0,11,10,8,-2,no
Toronto Maple Leafs,away,4,27,8,6,0.0,0.0,2.0,45.5,7,22,22,-1,no
New York Islanders,home,5,30,22,4,66.7,2.0,3.0,54.5,9,30,40,1,yes
Washington Capitals,away,1,36,17,8,0.0,0.0,3.0,49.2,6,9,22,0,no
Philadelphia Flyers,home,1,31,12,6,25.0,1.0,4.0,50.8,7,12,18,0,no
Dallas Stars,away,3,32,13,8,33.3,1.0,3.0,46.8,11,15,9,2,yes
Calgary Flames,home,1,25,12,6,25.0,1.0,4.0,53.2,15,19,13,-2,no
Chicago Blackhawks,away,5,26,11,6,0.0,0.0,1.0,47.4,9,3,28,2,yes
Vegas Golden Knights,home,3,42,9,4,50.0,1.0,2.0,52.6,16,8,36,-2,no
Carolina Hurricanes,away,5,29,5,8,66.7,2.0,3.0,62.3,3,13,11,1,yes
Buffalo Sabres,home,4,33,11,28,0.0,0.0,3.0,37.7,3,6,29,-1,no
New York Rangers,away,3,23,13,55,0.0,0.0,4.0,43.3,3,2,22,-6,no
Tampa Bay Lightning,home,9,45,10,37,62.5,5.0,8.0,56.7,8,5,18,6,yes
Winnipeg Jets,away,4,30,15,6,0.0,0.0,0.0,41.8,11,12,18,1,yes
Florida Panthers,home,3,37,10,0,33.3,1.0,3.0,58.2,16,16,16,-1,no
Arizona Coyotes,away,2,29,6,6,0.0,0.0,3.0,40.0,2,3,13,-1,no
Minnesota Wild,home,3,34,15,6,33.3,1.0,3.0,60.0,6,7,11,1,yes
Colorado Avalanche,away,2,33,11,17,0.0,0.0,5.0,50.9,4,8,14,-4,no
Edmonton Oilers,home,6,28,16,15,66.7,4.0,6.0,49.1,8,15,24,4,yes
Dallas Stars,away,4,29,20,11,0.0,0.0,2.0,59.7,7,2,15,2,yes
Vancouver Canucks,home,2,34,9,9,0.0,0.0,3.0,40.3,5,8,19,-2,no
San Jose Sharks,away,5,35,11,13,33.3,1.0,3.0,49.0,4,14,18,2,yes
Anaheim Ducks,home,3,32,15,11,25.0,1.0,4.0,51.0,7,22,18,-2,no
Detroit Red Wings,away,2,21,18,6,0.0,0.0,1.0,40.7,1,8,18,-1,no
Los Angeles Kings,home,3,31,9,2,0.0,0.0,3.0,59.3,3,13,14,1,yes
Boston Bruins,away,4,34,22,4,0.0,0.0,2.0,37.1,7,8,35,2,yes
Toronto Maple Leafs,home,2,31,10,4,0.0,0.0,2.0,62.9,7,13,24,-2,no
Pittsburgh Penguins,away,1,39,8,6,0.0,0.0,3.0,48.4,12,5,23,-1,no
New Jersey Devils,home,2,21,20,8,0.0,0.0,2.0,51.6,7,9,33,1,yes
Montréal Canadiens,away,5,40,14,2,0.0,0.0,1.0,59.0,6,9,24,3,yes
Washington Capitals,home,2,28,23,2,100.0,1.0,1.0,41.0,6,15,26,-3,no
St. Louis Blues,away,2,27,11,6,33.3,1.0,3.0,45.6,4,13,18,-1,no
Columbus Blue Jackets,home,3,39,18,6,33.3,1.0,3.0,54.4,11,5,16,1,yes
Philadelphia Flyers,away,1,27,15,6,0.0,0.0,5.0,56.9,2,5,21,-1,no
Ottawa Senators,home,2,19,12,10,33.3,1.0,3.0,43.1,5,8,32,1,yes
Carolina Hurricanes,away,4,28,12,8,0.0,0.0,2.0,54.5,5,4,11,1,yes
Minnesota Wild,home,3,35,10,6,0.0,0.0,3.0,45.5,6,1,10,-1,no
Winnipeg Jets,away,4,27,15,4,25.0,1.0,4.0,57.8,10,3,13,1,yes
Tampa Bay Lightning,home,3,34,8,8,0.0,0.0,2.0,42.2,11,5,30,-1,no
Dallas Stars,away,5,36,14,6,0.0,0.0,2.0,57.1,7,14,30,1,yes
Edmonton Oilers,home,4,34,12,4,33.3,1.0,3.0,42.9,12,8,25,-1,no
Calgary Flames,away,0,37,11,16,0.0,0.0,3.0,52.8,3,10,27,-3,no
Arizona Coyotes,home,3,24,24,14,0.0,0.0,4.0,47.2,3,10,17,3,yes
Washington Capitals,away,2,44,5,8,0.0,0.0,2.0,67.3,14,20,28,0,no
Boston Bruins,home,2,23,11,6,0.0,0.0,3.0,32.7,12,15,23,0,no
Ottawa Senators,away,2,23,12,4,33.3,1.0,3.0,52.4,2,12,13,-2,no
Buffalo Sabres,home,4,32,12,6,0.0,0.0,2.0,47.6,6,7,18,2,yes
New Jersey Devils,away,4,43,20,12,33.3,2.0,6.0,45.9,9,4,22,1,yes
Montréal Canadiens,home,3,34,8,14,20.0,1.0,5.0,54.1,13,17,31,-1,no
New York Rangers,away,3,33,16,8,0.0,0.0,3.0,48.4,10,9,18,-1,no
Florida Panthers,home,4,30,12,6,66.7,2.0,3.0,51.6,9,11,15,1,yes
New York Islanders,away,3,36,13,6,33.3,1.0,3.0,53.1,5,14,22,0,no
Philadelphia Flyers,home,3,31,20,6,33.3,1.0,3.0,46.9,9,10,35,0,no
Toronto Maple Leafs,away,1,33,5,2,0.0,0.0,2.0,68.4,1,7,36,-5,no
Pittsburgh Penguins,home,6,38,17,4,100.0,1.0,1.0,31.6,10,8,33,5,yes
Anaheim Ducks,away,4,25,14,10,0.0,0.0,2.0,54.5,8,6,19,3,yes
St. Louis Blues,home,1,38,4,6,0.0,0.0,4.0,45.5,5,8,29,-3,no
Chicago Blackhawks,away,7,24,19,2,0.0,0.0,1.0,47.2,8,9,11,5,yes
Nashville Predators,home,2,41,7,2,0.0,0.0,1.0,52.8,9,8,15,-5,no
Colorado Avalanche,away,5,23,24,14,20.0,1.0,5.0,35.6,9,2,10,1,yes
Vancouver Canucks,home,4,32,15,12,33.3,2.0,6.0,64.4,6,8,16,-1,no
Vegas Golden Knights,away,3,31,10,4,0.0,0.0,3.0,50.8,3,3,21,-1,no
Los Angeles Kings,home,4,25,15,6,50.0,1.0,2.0,49.2,6,15,18,1,yes
Detroit Red Wings,away,3,28,13,6,0.0,0.0,3.0,50.0,8,7,18,0,no
San Jose Sharks,home,3,19,13,6,33.3,1.0,3.0,50.0,14,13,16,0,no
Buffalo Sabres,away,1,34,8,15,0.0,0.0,4.0,48.4,11,11,41,-3,no
Chicago Blackhawks,home,4,27,15,13,20.0,1.0,5.0,51.6,9,15,33,3,yes
Calgary Flames,away,0,34,13,14,0.0,0.0,2.0,41.4,3,7,45,-6,no
Vegas Golden Knights,home,6,37,20,12,33.3,1.0,3.0,58.6,9,1,38,6,yes
Anaheim Ducks,away,2,34,13,33,25.0,1.0,4.0,50.0,6,8,20,-3,no
Washington Capitals,home,5,31,15,25,100.0,1.0,1.0,50.0,6,15,23,3,yes
Los Angeles Kings,away,0,31,9,8,0.0,0.0,4.0,49.0,6,8,20,-3,no
Arizona Coyotes,home,3,27,25,8,50.0,2.0,4.0,51.0,9,5,21,3,yes
Minnesota Wild,away,4,26,11,6,14.3,1.0,7.0,56.4,2,3,7,3,yes
Buffalo Sabres,home,1,31,3,14,0.0,0.0,3.0,43.6,3,10,8,-3,no
Philadelphia Flyers,away,2,37,18,8,0.0,0.0,2.0,47.9,7,12,14,-3,no
Florida Panthers,home,5,26,18,6,0.0,0.0,4.0,52.1,12,12,15,3,yes
Boston Bruins,away,5,28,14,4,50.0,1.0,2.0,60.4,6,6,15,4,yes
