goal_diff,won,game_ids,goals,shots,blocked_shots,penalty_minutes,power_play_percentage,power_play_goals,power_play_chances,faceoff_percent,takeaways,giveaways,hits,ice_tilt
-2,no,2020020789,-2,1,4,-4,0.0,0.0,2.0,-3.4000000000000057,1,0,-16,-1149.0
4,yes,2020020790,4,-4,0,6,0.0,0.0,-3.0,7.0,-3,-1,6,2506.0
2,yes,2020020791,2,13,-6,-2,66.7,2.0,1.0,-18.599999999999994,-2,1,0,1592.0
3,yes,2020020792,3,8,1,4,-50.0,-1.0,-2.0,-10.599999999999994,7,-1,-1,499.0
3,yes,2020020793,3,15,-8,0,50.0,2.0,0.0,20.0,-2,-3,0,1779.0
3,yes,2020020794,3,7,4,0,0.0,0.0,0.0,13.799999999999997,1,5,25,-120.0
-1,no,2020020795,-1,9,-4,-6,0.0,0.0,3.0,11.799999999999997,1,0,-3,-1880.0
4,yes,2020020796,4,24,1,-4,25.0,1.0,2.0,-6.0,1,-3,6,-2179.0
3,yes,2020020797,3,-3,5,2,0.0,0.0,-1.0,-2.799999999999997,1,1,4,346.0
-3,no,2020020798,-3,11,-7,0,0.0,0.0,0.0,3.5999999999999943,-2,-5,12,1745.0
-3,no,2020020799,-3,-2,-2,2,0.0,0.0,-1.0,-13.200000000000003,-6,5,13,-64.0
1,yes,2020020800,1,1,-9,2,0.0,0.0,-1.0,28.400000000000006,0,3,-9,1466.0
0,no,2020020801,0,-18,5,2,0.0,0.0,-1.0,-5.599999999999994,-1,3,3,-6680.0
-1,no,2020020802,-1,-7,5,-6,50.0,2.0,3.0,-10.799999999999997,0,2,4,-1264.0
4,yes,2020020803,4,7,-1,-4,75.0,3.0,2.0,2.0,4,5,-4,398.0
1,yes,2020020804,1,6,-5,-2,0.0,0.0,1.0,-2.0,10,-1,7,-336.0
1,yes,2020020805,1,16,-9,-2,33.3,1.0,1.0,28.800000000000004,-1,-8,3,1044.0
4,yes,2020020806,4,3,7,0,0.0,0.0,0.0,-16.599999999999994,-2,-3,2,-1208.0
3,yes,2020020807,3,-1,10,2,50.0,1.0,-1.0,29.599999999999994,-2,1,-13,1116.0
1,yes,2020020808,1,19,-9,0,-25.0,-1.0,0.0,18.0,1,0,-4,2361.0
-1,no,2020020809,-1,-13,9,2,5.0,0.0,-1.0,-7.400000000000006,1,4,18,402.0
4,yes,2020020810,4,8,-4,0,0.0,0.0,0.0,1.7999999999999972,1,-6,7,680.0
-1,no,2020020811,-1,-19,1,-4,0.0,0.0,2.0,-6.599999999999994,2,9,-2,-1712.0
2,yes,2020020812,2,4,11,-4,33.3,1.0,2.0,-7.200000000000003,-3,-7,-7,1420.0
-3,no,2020020813,-3,-22,-3,0,0.0,0.0,0.0,1.7999999999999972,6,7,-11,1725.0
-3,no,2020020814,-3,-14,0,-12,25.0,1.0,1.0,-6.799999999999997,2,2,-4,-41.0
5,yes,2020020815,5,8,-4,2,-16.700000000000003,-1.0,-1.0,36.199999999999996,-3,-5,-2,781.0
3,yes,2020020816,3,21,-5,0,33.3,1.0,0.0,20.0,-2,3,2,2071.0
-1,no,2020020817,-1,-6,0,2,8.299999999999997,0.0,-1.0,-11.599999999999994,3,0,-8,51.0
2,yes,2020020818,2,12,4,0,50.0,1.0,0.0,-1.7999999999999972,1,-2,-1,-887.0
1,yes,2020020819,1,-6,10,-2,25.0,1.0,1.0,3.799999999999997,-2,11,11,-74.0
1,yes,2020020820,1,-11,10,6,0.0,0.0,-3.0,-27.0,3,1,3,1085.0
1,yes,2020020821,1,0,2,2,16.700000000000003,0.0,-1.0,-13.400000000000006,0,-3,5,117.0
-1,no,2020020822,-1,8,-11,0,0.0,0.0,0.0,9.0,7,2,-6,-2385.0
-1,no,2020020823,-1,-4,12,4,0.0,0.0,-2.0,-18.599999999999994,9,-3,9,2119.0
0,no,2020020824,0,-17,3,0,0.0,0.0,0.0,-28.400000000000006,4,3,-3,3585.0
1,yes,2020020825,1,-15,1,-2,-8.299999999999997,0.0,1.0,-28.199999999999996,1,3,-8,2308.0
-4,no,2020020826,-4,2,7,4,-66.7,-2.0,-2.0,13.0,2,6,7,1246.0
3,yes,2020020827,3,-2,-6,0,0.0,0.0,0.0,15.200000000000003,3,0,2,954.0
2,yes,2020020828,2,-8,-3,0,-20.0,-1.0,0.0,20.599999999999994,5,-1,2,778.0
-2,no,2020020829,-2,-9,0,0,0.0,0.0,0.0,3.5999999999999943,-2,-3,6,-267.0
-2,no,2020020830,-2,-14,8,29,-28.6,-2.0,-5.0,-29.800000000000004,3,3,7,-3045.0
2,yes,2020020831,2,-5,5,-2,50.0,1.0,1.0,-1.7999999999999972,3,2,0,2599.0
0,no,2020020832,0,-9,3,-2,33.3,1.0,1.0,20.599999999999994,-2,-3,-6,563.0
1,yes,2020020833,1,-5,4,2,-20.0,-1.0,-1.0,-14.200000000000003,-2,-2,1,-482.0
-4,no,2020020834,-4,13,0,-4,-33.3,-1.0,2.0,-4.200000000000003,1,12,10,1795.0
-1,no,2020020835,-1,-6,11,0,-33.3,-1.0,0.0,-8.400000000000006,5,5,2,-715.0
-2,no,2020020836,-2,8,-5,-6,25.0,1.0,3.0,12.799999999999997,1,0,8,-3010.0
1,yes,2020020837,1,1,14,-4,25.0,1.0,2.0,-6.400000000000006,0,2,11,1267.0
4,yes,2020020838,4,19,-5,-2,50.0,1.0,1.0,14.799999999999997,6,-5,-5,-1779.0
-1,no,2020020839,-1,8,-5,-2,0.0,0.0,1.0,22.400000000000006,-3,-4,17,-1451.0
-2,no,2020020840,-2,1,-1,2,0.0,0.0,-1.0,-14.200000000000003,6,-1,2,350.0
4,yes,2020020841,4,0,1,0,0.0,0.0,0.0,-22.799999999999997,10,14,-6,-1089.0
4,yes,2020020842,4,11,-2,2,50.0,0.0,-1.0,4.0,2,4,-7,-1849.0
2,yes,2020020843,2,-14,1,-4,50.0,1.0,2.0,-13.0,-3,2,-1,-1781.0
-3,no,2020020844,-3,2,1,-2,-66.7,-2.0,1.0,-2.0,7,6,-1,2.0
-3,no,2020020845,-3,-12,5,2,-50.0,-1.0,-1.0,-41.0,8,5,-3,416.0
5,yes,2020020846,5,-3,3,0,25.0,1.0,0.0,11.200000000000003,1,-5,8,-1077.0
3,yes,2020020847,3,14,4,-2,0.0,0.0,1.0,11.200000000000003,9,8,-23,866.0
1,yes,2020020848,1,23,-12,2,8.299999999999997,0.0,-1.0,34.599999999999994,4,2,-11,1781.0
5,yes,2020020849,5,15,-3,-4,25.0,1.0,2.0,-11.799999999999997,0,-3,-2,2253.0
1,yes,2020020850,1,11,6,-4,0.0,0.0,2.0,0.0,1,7,-4,1818.0
1,yes,2020020851,1,10,0,-4,0.0,0.0,2.0,-14.799999999999997,-11,-2,-16,699.0
-1,no,2020020852,-1,-20,11,6,-25.0,-1.0,-3.0,-9.0,0,-1,4,-2593.0
-3,no,2020020853,-3,-6,-3,-2,-50.0,-1.0,1.0,8.200000000000003,4,4,0,823.0
-1,no,2020020854,-1,16,-15,-4,33.3,1.0,2.0,3.4000000000000057,0,-5,-1,-2898.0
4,yes,2020020855,4,3,-9,-2,33.3,1.0,1.0,9.0,1,-2,2,-2539.0
1,yes,2020020856,1,11,-2,-2,0.0,0.0,2.0,-24.0,-3,3,-3,746.0
4,yes,2020020857,4,6,-4,-2,16.7,1.0,1.0,-5.599999999999994,-2,-8,2,-571.0
1,yes,2020020858,1,-6,-1,-2,0.0,0.0,1.0,2.200000000000003,10,3,0,242.0
1,yes,2020020859,1,-1,2,2,-100.0,-1.0,-1.0,8.0,6,2,9,967.0
-1,no,2020020860,-1,-27,6,-2,-33.3,-1.0,1.0,-13.0,-1,2,-1,-3045.0
2,yes,2020020861,2,8,10,-4,0.0,0.0,2.0,-10.200000000000003,-5,4,9,-716.0
1,yes,2020020862,1,3,5,2,0.0,0.0,-1.0,25.0,1,3,-5,-657.0
-2,no,2020020863,-2,6,0,0,-50.0,-1.0,0.0,-4.400000000000006,3,9,12,395.0
2,yes,2020020864,2,-16,2,0,0.0,0.0,0.0,-5.0,-3,0,-9,-1434.0
1,yes,2020020865,1,3,7,-6,25.0,1.0,3.0,-1.7999999999999972,7,3,1,947.0
3,yes,2020020866,3,8,-1,-2,25.0,1.0,1.0,-14.200000000000003,0,-9,-17,-113.0
-1,no,2020020867,-1,-12,-1,2,-33.3,-1.0,-1.0,15.599999999999994,-4,-2,-7,-1376.0
-1,no,2020020868,-1,16,-2,0,-50.0,-1.0,0.0,-3.200000000000003,1,3,-1,-1777.0
